Track,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
Rock With You,1980,220000,4,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,79,Pop
Time Won’t Let Me,1966,251000,4,0.386,0.864,0,-4.776,1,0.0323,0.00133,5.4e-05,0.44,0.418,154.774,45,Pop
Oh Pretty Woman,1990,265026,4,0.308,0.541,0,-11.815,0,0.0607,0.2,0.000728,0.313,0.693,206.617,43,Blues
"The Court Of The Crimson King - Including ""The Return of the Fire Witch"" and ""The Dance of the Puppets""",1969,602530,4,0.337,0.344,4,-12.079,0,0.0429,0.0832,0.207,0.224,0.0704,135.871,52,Alt. Rock
Missing You (feat. AC Slater & Kaleem Taylor),2018,313700,4,0.764,0.894,8,-3.996,1,0.0564,0.00273,0.00899,0.0525,0.679,126.996,35,EDM
A Tout Le Monde - Remastered 2004,1994,262133,4,0.272,0.747,5,-4.86,0,0.0401,0.000393,4.03e-05,0.16,0.255,202.777,63,Metal
It's Only Love,1986,285000,4,0.646,0.637,9,-11.433,0,0.0281,0.0923,0.00568,0.0676,0.463,123.019,8,Rock
Bad Bad Whiskey,1953,178466,4,0.873,0.168,7,-14.465,1,0.0454,0.848,5.04e-05,0.153,0.776,114.65,19,R&B
Please Mr. Postman,1961,149400,4,0.781,0.837,2,-5.245,1,0.0325,0.711,6.69e-06,0.0565,0.961,120.586,47,R&B
Sweet Child O' Mine,1987,356066,4,0.445,0.952,6,-5.321,1,0.0522,0.09,0.0843,0.112,0.624,125.304,86,Metal
Gee Whiz (LOOK At His Eyes),1961,141000,3,0.228,0.358,5,-7.161,1,0.0306,0.582,2.84e-06,0.129,0.324,179.652,32,Pop
Hippa to da Hoppa,1995,181626,4,0.769,0.364,7,-14.337,1,0.415,0.158,0.0131,0.404,0.241,96.261,45,Rap
"My Generation / Land Of Hope And Glory - ""Ready Steady Go"" Live Version",1966,125000,4,0.23,0.628,1,-4.648,1,0.0383,0.112,9.16e-05,0.095,0.587,99.514,7,Rock
The Mirror's Truth,2008,179720,4,0.42,0.976,10,-3.285,0,0.0882,8.13e-05,0.188,0.1,0.295,180.033,45,Metal
Little Bitty Pretty One,1957,161160,4,0.516,0.637,2,-10.662,0,0.0776,0.392,0.0,0.2,0.91,164.236,30,R&B
I Am The Greatest,2018,202920,4,0.801,0.815,11,-4.81,1,0.148,0.042,4.42e-06,0.0741,0.37,90.017,47,Rap
How Many More Years,2004,243263,4,0.924,0.241,2,-15.698,1,0.043,0.527,0.0223,0.0817,0.842,120.211,1,Blues
Lithium,1991,257053,4,0.678,0.656,7,-6.41,1,0.0381,0.00174,0.0,0.0631,0.485,123.207,70,Alt. Rock
Show Yourself,2017,182893,4,0.468,0.977,8,-4.198,1,0.0645,4.99e-06,0.0213,0.0543,0.493,134.996,50,Metal
Love in the First Degree,1981,198266,4,0.588,0.431,8,-11.881,1,0.0341,0.24,0.0,0.057,0.558,104.394,44,Country
Ain’t No Stoppin’ Us Now,1979,167000,4,0.617,0.722,5,-4.935,1,0.0328,0.0387,0.131,0.178,0.423,123.98,41,Pop
7 Screaming Diz-Busters,1973,420000,4,0.467,0.923,11,-7.083,0,0.0489,0.0283,0.00457,0.138,0.604,96.087,23,Rock
Your Cash Ain't Nothin' but Trash,1956,177613,4,0.768,0.179,0,-13.799,1,0.0479,0.891,0.0,0.118,0.642,133.611,11,R&B
Blood in Blood Out,2014,222133,4,0.601,0.991,2,-4.08,1,0.131,0.00016,0.00193,0.218,0.327,102.495,32,Metal
Slow Motion,1992,197000,4,0.733,0.408,7,-7.834,0,0.0388,0.679,3.92e-05,0.11,0.291,94.947,66,Pop
Friends And Lovers,1986,260000,4,0.675,0.501,10,-6.183,1,0.22,0.0541,0.0,0.429,0.532,139.861,67,Pop
I Know Why (And So Do You),1958,287613,4,0.528,0.0847,0,-16.575,0,0.0405,0.984,0.893,0.131,0.0431,111.49,50,Jazz
Is You Is Or Is You Ain't (My Baby),1944,163733,4,0.804,0.128,8,-16.452,1,0.0733,0.877,7.53e-06,0.173,0.61,139.059,27,R&B
Love Hurts (with Gram Parsons),1974,218933,4,0.46,0.233,7,-14.322,1,0.0273,0.19,1.39e-06,0.143,0.285,137.06,25,Country
Creep,1992,238640,4,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,86,Alt. Rock
Good Rockin Tonight,1948,216746,4,0.497,0.79,10,-8.718,0,0.209,0.906,0.0115,0.844,0.465,163.233,43,R&B
I'd Lie For You (And That's The Truth),1995,400000,4,0.409,0.626,2,-8.032,1,0.0363,0.556,0.0,0.415,0.305,170.949,36,Rock
Guerrilla Radio,1999,206200,4,0.599,0.957,11,-5.764,1,0.188,0.0129,7.06e-05,0.155,0.489,103.68,69,Alt. Rock
Sad Eyes,1979,253000,3,0.431,0.463,0,-7.342,1,0.0268,0.599,0.00282,0.132,0.687,107.19,53,Pop
Oh How Happy,1966,136000,4,0.559,0.425,9,-11.324,1,0.0378,0.634,6.88e-05,0.121,0.724,87.273,20,Pop
My Dearest Darling,1955,180666,3,0.554,0.345,8,-7.87,1,0.027,0.58,6.1e-05,0.348,0.542,104.737,47,R&B
Catch Me,2015,192611,4,0.648,0.91,9,-3.459,0,0.0532,0.0101,0.00702,0.387,0.867,126.003,20,EDM
Straight Edge,1981,45160,4,0.258,0.96,5,-6.44,1,0.0602,0.000658,0.0192,0.339,0.789,188.899,52,Punk
Doin' Everything With You,1977,422400,4,0.469,0.44,5,-16.26,1,0.0306,0.505,0.935,0.194,0.61,88.357,23,Jazz
Deny Everything,1983,31003,4,0.26,0.999,5,-2.479,1,0.208,0.22,0.0,0.11,0.071,189.464,30,Punk
"Hootin' the Blues - February 21,1973 Ash Grove,Hollywood CA",1973,169560,4,0.486,0.943,2,-3.584,1,0.36,0.693,0.0695,0.795,0.933,124.547,4,Blues
Midnight Sun - Remastered 1996,1947,220466,4,0.26,0.228,5,-16.288,1,0.0337,0.853,0.935,0.107,0.191,67.835,19,Jazz
Only for the Weak,2002,294866,4,0.418,0.835,0,-4.824,0,0.0449,2.33e-06,0.766,0.289,0.549,104.986,63,Metal
Plush - 2017 Remaster,1993,313946,4,0.426,0.94,7,-5.279,0,0.0424,0.00671,1.72e-06,0.14,0.466,144.472,65,Alt. Rock
Crazy From the Heart,1985,213866,4,0.554,0.747,7,-6.107,1,0.0254,0.105,0.0,0.13,0.682,139.441,25,Country
Smokin’ In The Boys Room,1974,207000,4,0.387,0.939,2,-4.792,1,0.0731,0.00151,1.61e-06,0.346,0.635,134.748,57,Pop
Far From Home,2011,212493,4,0.467,0.688,11,-5.352,0,0.0298,0.00149,3.92e-06,0.169,0.229,137.884,63,Metal
Bloodbath in Paradise,1988,302000,4,0.325,0.94,1,-6.192,1,0.0885,0.000182,7.89e-05,0.369,0.312,152.186,33,Rock
Runnin' Away - Single Version,1971,177800,4,0.857,0.645,3,-11.397,0,0.0574,0.655,0.0297,0.11,0.961,103.847,34,R&B
Whose Bed Have Your Boots Been Under?,1995,264419,4,0.691,0.77,5,-4.696,1,0.0339,0.0252,0.0,0.123,0.748,132.134,24,Country
Cigarettes & Alcohol - Remastered,1994,289146,4,0.294,0.742,2,-2.334,1,0.0458,1.45e-05,0.0311,0.152,0.44,114.87,57,Alt. Rock
Life And Limb,1990,189693,4,0.535,0.57,1,-12.264,1,0.0292,0.0383,0.786,0.15,0.836,142.332,45,Punk
Last Song,1973,163000,4,0.492,0.673,6,-5.431,1,0.0347,0.413,0.0,0.137,0.488,203.812,80,Pop
A Dark Cloud Rising,1964,303626,4,0.428,0.218,10,-17.601,1,0.0333,0.651,0.00232,0.156,0.382,77.694,1,Blues
Endless Love,1981,268000,4,0.461,0.275,10,-12.331,1,0.0259,0.745,0.000219,0.126,0.124,93.063,56,Pop
I Met Him On A Sunday (Ronde-Ronde),1958,136386,4,0.534,0.511,7,-8.56,1,0.0476,0.729,1.37e-06,0.0593,0.933,141.612,29,R&B
Oh Girl,1972,216280,4,0.418,0.402,10,-12.942,1,0.0288,0.226,0.0,0.103,0.601,133.683,52,R&B
Vehicle,1970,178000,4,0.474,0.734,10,-8.813,0,0.0426,0.0871,0.00356,0.26,0.926,101.751,52,Pop
Short Shorts,1957,94000,3,0.808,0.0184,0,-29.611,1,0.0768,0.981,0.963,0.111,0.507,113.926,47,Pop
I Woke Up In Love This Morning,1971,160000,4,0.584,0.552,11,-12.36,0,0.0341,0.281,0.0,0.0842,0.71,137.587,36,Pop
Right Side of My Mind,1982,129893,4,0.396,0.832,6,-9.893,0,0.0518,0.0358,5.89e-05,0.104,0.48,101.511,24,Punk
My Heart Can’t Tell You No,1989,273000,4,0.557,0.652,6,-5.4,0,0.025,0.175,0.0,0.256,0.465,89.992,37,Pop
Love You So,1960,188000,4,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,79,Pop
Dangerous,1990,147000,4,0.635,0.772,7,-4.825,1,0.0279,0.216,0.0,0.285,0.948,119.017,76,Pop
One Day,2016,236712,4,0.49,0.904,7,-2.932,1,0.0487,0.1,0.00121,0.34,0.0612,146.012,20,EDM
Hard Livin',1987,176133,4,0.57,0.774,4,-11.193,1,0.0427,0.0157,1.87e-05,0.0764,0.702,169.535,36,Country
Central Two-O-Nine,2010,168000,4,0.591,0.598,7,-6.409,1,0.0257,0.17,0.0115,0.168,0.536,89.053,23,Rock
I’m In You,1977,96000,4,0.485,0.0088,5,-30.0,1,0.0507,0.996,0.94,0.114,0.189,85.778,58,Pop
The Logical Song,1979,251000,4,0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719,71,Pop
Rock Island Line,1937,122386,4,0.619,0.566,10,-11.728,1,0.389,0.947,1.27e-06,0.137,0.905,187.76,15,Blues
Heroes,1996,249226,4,0.392,0.965,9,-2.917,0,0.0663,0.000131,0.00151,0.333,0.406,115.993,41,Alt. Rock
Paper Roses,1973,158000,4,0.359,0.504,8,-10.555,1,0.0349,0.272,1.52e-05,0.332,0.73,114.172,38,Pop
Unskinny Bop,1990,228000,4,0.574,0.93,1,-2.949,1,0.0413,0.0657,7.78e-06,0.108,0.69,92.303,59,Pop
Streets Of Philadelphia,1994,195000,4,0.741,0.29,5,-13.251,1,0.0302,0.294,0.118,0.0924,0.443,93.699,76,Pop
Little Lies,1987,221000,4,0.64,0.649,2,-10.345,1,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,75,Pop
Danny’s Song,1973,254000,4,0.505,0.258,11,-12.193,0,0.0297,0.805,0.0,0.12,0.641,141.003,61,Pop
Under the Boardwalk,1964,161960,4,0.747,0.226,7,-13.635,1,0.0414,0.908,0.000168,0.107,0.778,123.792,67,R&B
A Little Bit More,1976,174000,4,0.298,0.419,7,-13.139,1,0.0351,0.586,1.81e-06,0.306,0.467,185.773,53,Pop
Too Many Fish In The Sea - Single Version,1964,148080,4,0.585,0.851,0,-4.35,1,0.0457,0.443,8.79e-05,0.0766,0.707,90.532,30,R&B
Perfect Strangers,1984,328000,4,0.521,0.721,2,-7.699,1,0.0254,0.00348,0.0113,0.391,0.611,97.578,62,Metal
Fire,1963,667695,4,0.439,0.722,11,-8.957,0,0.0455,0.697,0.0125,0.135,0.576,106.878,23,Jazz
Follow My Heart (2024 Remaster),1980,230000,4,0.459,0.896,2,-9.412,0,0.0612,0.32,0.0,0.209,0.496,97.711,16,Rock
Roof Garden,1980,380266,4,0.749,0.475,8,-13.875,1,0.0737,0.147,0.0,0.175,0.866,98.53,41,Jazz
Blue Yodel No. 11,1929,178333,4,0.676,0.252,1,-11.727,1,0.0484,0.957,0.0,0.151,0.558,107.993,4,Country
Back In Baby's Arms,1961,126493,4,0.704,0.234,8,-21.506,1,0.0323,0.717,0.0,0.0642,0.742,102.423,50,Country
Confusion,1979,221000,4,0.7,0.577,0,-8.516,1,0.0277,0.662,5.06e-05,0.103,0.795,111.264,52,Rock
Mom and Dad's Waltz,1950,185293,3,0.605,0.259,0,-10.788,1,0.0297,0.74,0.000136,0.0734,0.562,95.637,21,Country
Beautiful Now,2015,218293,4,0.628,0.832,11,-4.126,0,0.0282,0.0079,1.46e-05,0.074,0.56,128.003,67,EDM
Love & War - Yellow Claw G-Funk Remix,2014,115546,4,0.725,0.74,8,-5.08,1,0.0323,0.00156,0.000464,0.338,0.827,92.978,58,EDM
If Your Girl Only Knew,1996,290000,4,0.841,0.741,9,-3.487,0,0.0359,0.137,0.000445,0.11,0.834,88.408,57,Pop
Madagascar - Radio Edit,2007,209565,4,0.242,0.995,10,-4.974,0,0.0624,6e-05,0.895,0.469,0.092,138.007,11,EDM
S.M.F.,1984,180000,4,0.406,0.744,9,-11.444,1,0.0399,0.0171,0.000156,0.118,0.389,140.612,31,Metal
It Ain’t My Fault 1 & 2,1999,210000,4,0.743,0.567,4,-12.468,0,0.257,0.196,0.0,0.228,0.755,90.096,0,Pop
You've Got Another Thing Coming,1982,310000,4,0.511,0.82,6,-6.962,0,0.049,0.00467,6.07e-06,0.104,0.543,138.2,47,Metal
Enjoy the Ride,2015,211693,4,0.556,0.873,1,-1.145,1,0.164,0.237,2.63e-06,0.078,0.485,127.993,46,EDM
Passacaglia,1990,771773,4,0.349,0.0194,5,-24.007,1,0.0385,0.893,0.884,0.0927,0.0367,93.406,0,Jazz
One Of Us,1996,223000,4,0.46,0.951,10,-4.247,1,0.0757,0.000395,0.000154,0.143,0.289,89.961,56,Pop
Don't Drag Me Down,1996,230066,4,0.328,0.957,8,-2.568,1,0.0787,4.7e-06,0.437,0.0551,0.515,181.957,50,Alt. Rock
What Does It Take (TO Win Your Love),1969,150000,4,0.607,0.513,5,-11.07,1,0.0277,0.206,0.0,0.0802,0.709,110.747,50,Pop
Truckin' My Blues Away,1936,188453,4,0.619,0.302,7,-12.257,0,0.0605,0.995,0.00225,0.161,0.679,181.332,27,Blues
How Long Buck,1931,172573,4,0.575,0.397,10,-12.731,1,0.0537,0.994,0.918,0.165,0.643,99.041,6,Blues
Things,1962,203000,4,0.659,0.683,3,-5.623,1,0.0312,0.513,4.93e-06,0.133,0.397,139.931,71,Pop
Power Trip (feat. Miguel),2013,241160,4,0.667,0.608,1,-7.054,1,0.216,0.324,0.000198,0.426,0.475,99.992,77,Rap
Black or White,1991,254933,4,0.518,0.901,9,-3.749,1,0.093,0.174,0.0314,0.0712,0.873,115.026,68,R&B
Pon De Floor,2009,213920,4,0.884,0.962,0,-4.625,1,0.198,0.00337,0.436,0.0983,0.238,126.985,40,EDM
Promises,1979,646000,4,0.362,0.421,10,-11.699,1,0.0372,0.281,6.2e-05,0.0943,0.233,114.669,65,Pop
Over the Rainbow,1956,209306,4,0.452,0.111,1,-20.335,1,0.0412,0.989,0.919,0.0999,0.45,81.644,14,Jazz
"Supernatural Thing,Pt. 1",1975,251560,4,0.724,0.579,10,-10.933,0,0.0575,0.201,0.00856,0.0724,0.833,94.92,48,R&B
Cherry Ball Blues,1931,172626,3,0.651,0.222,7,-14.188,1,0.0406,0.978,0.0799,0.318,0.587,101.669,20,Blues
Goodies,2019,121904,4,0.838,0.866,5,-3.653,0,0.0402,0.0176,0.0127,0.0932,0.675,126.017,54,EDM
Do Anything,1991,177000,4,0.826,0.719,9,-4.476,1,0.0598,0.33,8.1e-06,0.188,0.968,140.001,55,Pop
So Much In Love,1994,178000,4,0.522,0.953,2,-4.347,1,0.0833,0.0722,0.000633,0.211,0.0396,131.937,69,Pop
I Can’t Get Next To You,1969,174000,4,0.693,0.687,5,-12.909,1,0.0973,0.575,0.0,0.398,0.699,108.854,51,Pop
Little Sister,1961,174000,4,0.364,0.959,1,-2.955,1,0.0627,0.0113,0.000953,0.411,0.927,161.797,62,Pop
Set Adrift On Memory Bliss,1992,235000,4,0.795,0.705,5,-8.552,0,0.0715,0.00118,0.00658,0.136,0.482,100.025,51,Pop
I Want to Be a Cowboy's Sweetheart,1935,190413,4,0.687,0.413,2,-8.831,1,0.0414,0.694,1.71e-06,0.151,0.838,119.937,26,Country
Voodoo,2014,214120,4,0.661,0.885,6,-6.575,0,0.0577,0.201,0.748,0.155,0.224,129.019,63,EDM
Last Dance,1978,296506,4,0.604,0.609,3,-13.399,1,0.0441,0.12,0.00241,0.22,0.498,125.37,53,R&B
Summer Madness,1974,257866,4,0.298,0.327,6,-16.515,0,0.031,0.00834,0.86,0.0724,0.454,175.898,58,R&B
I've Been Everywhere,1962,166333,4,0.465,0.528,1,-14.134,1,0.0453,0.721,0.0,0.408,0.948,119.706,34,Country
Mr. Tambourine Man,1965,149000,4,0.456,0.47,2,-9.564,1,0.0294,0.513,3.76e-05,0.444,0.639,120.336,62,Pop
Keep A Lid On Things,1992,165600,4,0.568,0.726,9,-9.01,1,0.185,0.0614,0.000174,0.151,0.744,166.409,29,Alt. Rock
I Can’t Wait,1986,170000,4,0.691,0.531,6,-14.204,1,0.0546,0.323,7.47e-05,0.0958,0.897,98.813,70,Pop
Morning Side Of The Mountain,1975,158000,4,0.319,0.436,0,-8.967,1,0.0373,0.538,0.0,0.157,0.654,79.314,40,Pop
Back And Forth,1985,392266,4,0.908,0.424,6,-13.362,0,0.0485,0.0495,0.00636,0.0467,0.941,112.142,38,R&B
The Yellow Rose of Texas,1945,152013,4,0.611,0.402,2,-9.608,1,0.0343,0.819,0.371,0.384,0.896,94.991,17,Country
Afro Blue - Live At Village Vanguard /1997,1997,733493,3,0.339,0.316,5,-17.669,0,0.0286,0.822,0.81,0.708,0.457,101.974,12,Jazz
Tom’s Diner,1991,153000,4,0.687,0.866,7,-7.777,0,0.161,0.0116,4.51e-05,0.388,0.221,140.037,55,Pop
Boss D.J.,1992,171693,4,0.586,0.261,7,-7.107,1,0.0485,0.741,0.0,0.168,0.559,126.057,50,Alt. Rock
Kiss Me on the Bus,1984,173466,4,0.421,0.946,11,-6.136,0,0.0997,0.0497,0.0,0.319,0.484,165.546,28,Punk
Feel The Vibe,2007,426946,4,0.634,0.846,11,-7.848,0,0.0456,0.00509,0.695,0.229,0.818,128.009,37,EDM
Knock Three Times,1971,176000,4,0.774,0.58,1,-10.08,1,0.0512,0.158,0.0,0.0458,0.923,123.127,57,Pop
Galvanize,2005,393813,4,0.745,0.714,7,-3.681,1,0.0751,0.0141,0.0222,0.363,0.365,104.003,62,EDM
False Prophet,2020,360000,4,0.453,0.441,0,-12.408,1,0.0556,0.437,1.24e-05,0.147,0.657,78.039,38,Rock
Golden Brown,1981,206760,3,0.562,0.383,6,-15.474,1,0.0304,0.143,0.124,0.138,0.599,93.764,68,Punk
Vicarious,2006,426680,5,0.506,0.877,0,-5.73,1,0.032,5.16e-05,0.776,0.0712,0.302,114.589,63,Alt. Rock
Put Yourself In My Shoes,1990,196826,4,0.724,0.415,9,-10.802,1,0.0392,0.535,0.0,0.156,0.432,104.509,31,Country
Yakety Yak,1958,116000,4,0.641,0.834,7,-7.831,1,0.242,0.626,0.000534,0.131,0.849,120.948,54,Pop
Corona,1983,145533,4,0.47,0.913,7,-10.196,1,0.0343,6.59e-05,0.267,0.222,0.977,130.425,49,Punk
Turtle Blues,1968,261000,4,0.54,0.484,7,-9.745,1,0.0314,0.836,0.000223,0.529,0.484,109.09,40,Rock
There Goes My Baby,1959,129613,5,0.241,0.564,6,-6.544,0,0.0347,0.591,0.0,0.704,0.642,77.378,44,R&B
All That She Wants,1994,211000,4,0.798,0.625,11,-9.689,1,0.0548,0.00547,7.98e-05,0.103,0.858,93.764,76,Pop
Don’t Say Nothin’ Bad (ABOUT My Baby),1963,162000,4,0.408,0.507,2,-7.616,1,0.0333,0.0707,2e-06,0.182,0.72,122.226,1,Pop
Can’t Stop This Thing We Started,1991,269000,4,0.536,0.88,9,-6.873,1,0.0404,0.0256,0.0,0.467,0.521,113.044,43,Pop
Giving You The Best That I Got,1989,233000,4,0.637,0.542,9,-8.173,1,0.0357,0.765,0.0,0.302,0.38,105.324,53,Pop
American Pie,1972,516000,4,0.529,0.482,4,-11.709,0,0.0599,0.7,0.0,0.0842,0.492,138.453,77,Pop
No Class,1982,94440,4,0.554,0.88,2,-5.271,1,0.177,0.133,2.33e-05,0.388,0.346,103.197,40,Punk
Tiger Rag,1956,138306,3,0.515,0.41,3,-13.553,1,0.0351,0.992,0.882,0.27,0.761,62.014,29,Jazz
Lullaby Of Birdland,1954,240866,4,0.578,0.351,11,-12.432,0,0.101,0.812,0.0,0.123,0.476,122.75,50,Jazz
I'm Only In It For The Love,1983,206839,4,0.497,0.449,9,-14.874,1,0.0377,0.734,0.0,0.774,0.866,120.145,1,Country
It's Morning,2004,232000,4,0.366,0.522,0,-10.943,1,0.0361,0.303,0.0,0.2,0.737,192.71,2,Rock
You Decorated My Life,1979,218133,4,0.264,0.307,7,-12.36,1,0.0341,0.662,0.0,0.101,0.153,172.546,63,Country
I Do (CHERISH You),1999,228000,4,0.572,0.433,8,-9.392,1,0.0373,0.655,0.0,0.213,0.343,80.999,62,Pop
All The Man That I Need,1991,251000,4,0.496,0.571,5,-9.958,0,0.0335,0.43,0.0,0.0332,0.25,150.944,54,Pop
"Baby,Baby - Live",1980,219760,4,0.6,0.713,4,-11.164,1,0.0355,0.0289,0.00103,0.157,0.763,110.356,26,Punk
Oliver's Army,1979,180840,4,0.527,0.725,4,-9.405,1,0.0287,0.336,0.0,0.221,0.94,143.162,49,Alt. Rock
I Walk The Line,1956,163045,4,0.862,0.484,10,-11.183,1,0.0421,0.798,0.00105,0.105,0.787,105.834,67,Country
Watch Out For This (Bumaye),2013,269146,4,0.819,0.759,10,-4.114,0,0.146,0.0193,6.89e-06,0.0613,0.884,108.029,54,EDM
Lay Low,2001,223000,4,0.87,0.653,0,-4.353,1,0.326,0.151,0.0,0.303,0.755,94.84,58,Rap
Timestretch,2010,362142,4,0.512,0.895,0,-4.223,1,0.0411,0.000532,0.0905,0.0615,0.138,139.92,37,EDM
I'm So Tired,1990,118933,4,0.328,0.13,6,-15.094,1,0.0307,0.892,0.0129,0.122,0.169,78.454,66,Punk
Lean On,2015,176561,4,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,75,EDM
Baby I Need Your Loving,1964,166000,4,0.632,0.686,0,-6.116,0,0.0395,0.437,0.0,0.193,0.65,121.414,63,Pop
"Young,Wild & Free (feat. Bruno Mars)",2011,207346,4,0.553,0.652,0,-6.685,1,0.206,0.0897,0.0,0.111,0.551,94.505,67,Rap
Count On Me,1978,197000,4,0.589,0.389,0,-5.972,1,0.028,0.851,0.0,0.0772,0.501,89.1,74,Pop
Poinciana,1958,273760,4,0.553,0.0902,2,-21.491,1,0.043,0.984,0.91,0.1,0.289,89.369,37,Jazz
Girl U Want,1980,177306,4,0.73,0.398,4,-12.824,1,0.0642,0.343,1.82e-05,0.0491,0.799,172.651,35,Alt. Rock
It’s Gonna Take A Miracle,1982,198000,3,0.633,0.451,7,-8.515,1,0.0245,0.858,0.0633,0.186,0.579,95.946,19,Pop
Gone So Long - Live,1971,370333,1,0.539,0.707,0,-10.631,1,0.0315,0.466,0.0139,0.126,0.925,143.884,19,Blues
It’s Over,1964,95000,4,0.643,0.659,5,-6.003,1,0.128,0.000396,0.0,0.233,0.447,142.846,67,Pop
The Boxer,1969,308000,4,0.439,0.488,11,-14.464,1,0.0615,0.702,0.000339,0.16,0.629,93.017,69,Pop
Satisfied,1989,329000,4,0.707,0.593,5,-8.581,0,0.0949,0.287,0.0,0.15,0.478,123.772,69,Pop
Baby It’s You,1969,213000,4,0.521,0.884,4,-2.931,0,0.0403,0.00155,1.57e-06,0.209,0.494,92.988,53,Pop
Over,1997,235533,4,0.632,0.712,1,-9.439,1,0.0434,0.453,0.000247,0.113,0.175,74.132,45,Alt. Rock
Nobody Knows You When You're Down and Out,1929,176800,3,0.603,0.0443,4,-12.054,1,0.0665,0.996,0.00368,0.177,0.233,66.082,28,Blues
Runaway (U & I),2014,227073,4,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,76,EDM
All Night Laundry Mat Blues,1974,63000,4,0.659,0.266,4,-17.327,0,0.0813,0.245,2.23e-06,0.143,0.495,130.355,20,Rock
Exhale (SHOOP Shoop),1996,204000,4,0.661,0.394,1,-9.032,1,0.0318,0.401,0.0,0.119,0.107,137.954,53,Pop
Ayo Technology,2007,247946,4,0.63,0.782,8,-5.44,0,0.132,0.0828,0.0,0.034,0.418,140.144,57,Rap
Skylark,1939,187786,4,0.431,0.184,1,-13.115,1,0.0377,0.986,8.15e-05,0.16,0.345,80.045,9,Jazz
I Know A Place,1965,195000,4,0.572,0.807,0,-5.348,1,0.0574,0.0846,0.0,0.071,0.626,160.015,66,Pop
Illinois Blues,1931,194666,4,0.432,0.0988,4,-22.731,0,0.0488,0.818,1.11e-06,0.178,0.557,86.71,10,Blues
(Don't Fear) The Reaper,1976,308000,4,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,74,Rock
Another Kinda Love,1966,184000,4,0.491,0.451,2,-14.319,0,0.0418,0.61,0.0142,0.295,0.758,169.507,20,Blues
Freeze-Frame,1982,237000,4,0.573,0.806,0,-10.978,1,0.0356,0.152,0.0116,0.405,0.934,186.326,53,Pop
Oden Owns You All,2013,257693,4,0.412,0.969,6,-6.78,0,0.0589,0.000281,0.0362,0.266,0.465,199.983,41,Metal
The Invisible Guests,1990,304400,4,0.337,0.972,9,-8.615,1,0.0947,0.00863,0.881,0.377,0.29,113.32,33,Metal
Addams Groove,1992,239000,4,0.911,0.581,11,-9.408,0,0.272,0.0329,0.0,0.0572,0.842,119.997,36,Pop
Un-Break My Heart,1997,270000,4,0.625,0.426,2,-8.4,0,0.0271,0.412,0.0,0.116,0.112,110.021,69,Pop
Ain't No Good Life,1977,283000,3,0.645,0.519,6,-11.136,0,0.0369,0.0423,6.26e-05,0.099,0.703,115.528,30,Rock
Let It Grow,1974,298000,4,0.419,0.295,4,-17.587,1,0.0261,0.416,0.368,0.167,0.289,77.702,26,Rock
True Love's A Blessing,1965,132733,4,0.713,0.614,9,-10.049,0,0.0347,0.742,0.0,0.378,0.906,112.639,30,Country
Sultan's Curse,2017,249533,3,0.341,0.954,7,-4.745,0,0.082,1.24e-05,0.0234,0.0308,0.23,161.858,43,Metal
Keep the Customer Satisfied,1970,155000,4,0.473,0.743,8,-7.073,1,0.0456,0.111,0.0,0.58,0.622,135.624,45,Rock
Dream Lover,1959,151000,4,0.526,0.608,5,-6.855,1,0.0468,0.703,0.0,0.438,0.723,131.851,60,Pop
Connect the Dots (feat. Yo Gotti and Rick Ross),2015,246440,4,0.739,0.787,11,-4.335,1,0.226,0.205,0.0,0.256,0.603,77.949,33,Rap
Big Girls Don’t Cry,1962,268000,4,0.707,0.642,7,-4.271,1,0.0337,0.204,0.0,0.0925,0.249,113.083,65,Pop
Comforter,1993,250000,4,0.725,0.384,7,-12.64,1,0.0317,0.00569,0.00022,0.158,0.497,121.9,47,Pop
Nobody Does It Better,1998,274000,4,0.736,0.561,0,-8.16,1,0.05,0.446,0.0,0.128,0.122,92.06,50,Pop
House Of Cards (feat. Sidnie Tipton),2015,188651,4,0.556,0.817,9,-4.442,0,0.0737,0.0195,2.45e-05,0.266,0.423,109.999,30,EDM
Can’t Stop,1990,237000,4,0.669,0.832,0,-5.721,1,0.0682,0.0106,0.0,0.0968,0.7,113.035,73,Pop
I'm Gonna Love You Just A Little More Baby,1973,431506,4,0.606,0.486,7,-13.553,0,0.0411,0.0111,0.00144,0.0757,0.81,87.568,55,R&B
No Good (Start the Dance),1994,379906,4,0.642,0.996,5,-4.343,0,0.0557,0.00662,0.75,0.181,0.161,144.993,35,EDM
